Price,Close,High,Low,Open,Volume
Ticker,^CNXINFRA,^CNXINFRA,^CNXINFRA,^CNXINFRA,^CNXINFRA
Date,,,,,
2010-09-29,3718.35009765625,3777.89990234375,3713.0,3770.25,961100
2010-09-30,3719.300048828125,3728.60009765625,3684.25,3720.10009765625,1093600
2010-10-01,3781.89990234375,3788.5,3728.75,3728.75,1262500
2010-10-04,3780.39990234375,3822.35009765625,3772.300048828125,3805.35009765625,1336900
2010-10-05,3788.39990234375,3810.64990234375,3767.89990234375,3781.85009765625,1178900
2010-10-06,3826.75,3837.449951171875,3806.75,3806.75,1466300
2010-10-07,3790.699951171875,3860.39990234375,3783.949951171875,3832.949951171875,1448400
2010-10-08,3772.60009765625,3816.10009765625,3750.300048828125,3802.199951171875,901200
2010-10-11,3765.050048828125,3808.5,3755.949951171875,3796.050048828125,769700
2010-10-12,3715.39990234375,3771.449951171875,3697.75,3771.449951171875,810300
2010-10-13,3794.75,3802.75,3715.949951171875,3729.64990234375,934900
2010-10-14,3728.64990234375,3821.75,3716.10009765625,3804.5,1057500
2010-10-15,3675.75,3745.60009765625,3662.699951171875,3737.85009765625,848100
2010-10-18,3674.25,3687.25,3605.5,3687.25,1002100
2010-10-19,3641.800048828125,3699.949951171875,3625.449951171875,3697.300048828125,917600
2010-10-20,3629.550048828125,3661.949951171875,3619.949951171875,3630.699951171875,791100
2010-10-21,3707.39990234375,3716.35009765625,3636.85009765625,3644.89990234375,839600
2010-10-22,3680.25,3716.89990234375,3669.89990234375,3710.89990234375,821500
2010-10-25,3691.25,3722.050048828125,3686.60009765625,3695.89990234375,748800
2010-10-26,3675.199951171875,3699.550048828125,3670.699951171875,3693.89990234375,652800
2010-10-27,3630.449951171875,3671.85009765625,3611.60009765625,3669.85009765625,715100
2010-10-28,3603.10009765625,3659.14990234375,3587.699951171875,3641.14990234375,1545500
2010-10-29,3598.35009765625,3621.39990234375,3567.85009765625,3611.75,727200
2010-11-01,3667.89990234375,3675.14990234375,3626.10009765625,3626.10009765625,832300
2010-11-02,3674.35009765625,3684.050048828125,3659.5,3672.10009765625,947700
2010-11-03,3687.75,3708.39990234375,3680.64990234375,3688.449951171875,789900
2010-11-04,3724.14990234375,3743.75,3703.550048828125,3703.550048828125,778500
